id,address,rooms_count,residents_count,cons_jan,cons_feb,cons_may,cons_apr,cons_mar,cons_jun,cons_jul,cons_aug,cons_sep,cons_oct,cons_nov,cons_dec,commercial,location,building_type_Гараж,building_type_Многоквартирный,building_type_Прочий,building_type_Частный,building_type_Дача
1040,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Сочинское шоссе, д. 18 ",0.29478373494331395,0.3562071871080222,0.39422371983528137,0.524456708588007,0.548538317367374,0.5364864065945701,0.5546374221330868,0.77330128696623,0.8960305914474219,0.913069966529697,0.934505497548451,0.9130379305010045,0.7617130478830018,0.5389670958203975,0,г Сочи,0,0,0,1,0
1041,"Краснодарский край, г Геленджик, с Архипо-Осиповка, ул Садовая, д. 1 ",0.29478373494331395,0.3562071871080222,0.4963301122188568,0.7916386661542966,0.8349384177384028,0.7968114869676421,0.8257283021607877,0.7772145077014352,0.8524264323424938,0.9186261373108888,0.9721360714751861,0.9328760539870733,0.8014636577663338,0.7816741763603007,0,г Геленджик,0,0,0,1,0
1042,"Краснодарский край, г Сочи, с Каткова Щель, ул Магистральная, д. 9 ",0.29478373494331395,0.3562071871080222,0.4663369059562683,0.7063575913906519,0.7051732352811378,0.6933911455505666,0.7156514964251306,0.7006766618718528,0.6277977269090794,0.7806571987082073,0.7366894438964541,0.7089722132217413,0.7358208911494697,0.5843308572443505,0,г Сочи,0,0,0,1,0
1043,"Краснодарский край, р-н Белореченский, п Молодежный, ул Лесная, д. 71 ",0.29478373494331395,0.3562071871080222,0.31963313018408457,0.6345999777465143,0.6613888296186907,0.6385470614667658,0.45680952214526915,0.6280701387690818,0.713240989719289,0.6609357246983824,0.38781818757896264,0.6030117401931772,0.23236329352923993,0.6539106300958898,0,п Молодежный,0,0,0,1,0
1044,"Краснодарский край, г Сочи, с Волконка, ул Ольховая, д. 96 ",0.29478373494331395,0.3562071871080222,0.35077318072573893,0.4072932302951813,0.7264968664842685,0.6891669668205939,0.6703436784675223,0.6226492520235264,0.5998634100021839,0.6153835546893855,0.5451867619556113,0.6178394736233979,0.5298715411066901,0.6110307753221863,0,г Сочи,0,0,0,1,0
1045,"Краснодарский край, р-н Туапсинский, пгт Джубга, ул Кооперативная, д. 41 ",0.29478373494331395,0.0,0.3554682731628418,0.4049526738674021,0.42089980404243055,0.43365926938243393,0.43512363238228574,0.5322054226582659,0.733362842687749,0.5948938674750537,0.5623476465531324,0.5969523859204994,0.44429719519194893,0.4283996345231126,0,пгт Джубга,0,0,0,1,0
1046,"Краснодарский край, г Сочи, с Волконка, ул Дружная, д. 7 ",0.29478373494331395,0.3562071871080222,0.3541807513548757,0.7840466943369186,0.808856561115996,0.8218589790160197,0.8151311852249701,0.8058124990828561,0.5015757401865232,0.49812865914642923,0.4597275782240178,0.49969064150832904,0.2485513388330474,0.3341605067253113,0,г Сочи,0,0,0,1,0
1047,"Республика Адыгея, г Майкоп, ул МОПРа, д. 59 ",0.17243743076436346,0.2083678469455575,0.14744133707568868,0.6491791418042958,0.7035869372332618,0.5887162150687544,0.33555957674980164,0.3386458158493042,0.2834357023239136,0.26950335570373585,0.17878907918930054,0.15136267370478626,0.15551266074180603,0.1295293806134941,0,г Майкоп,0,0,0,1,0
1048,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 6 1",0.29478373494331395,0.3562071871080222,0.29893357722381064,0.27606647271928775,0.41867636229209787,0.3656007697383388,0.46845223194937813,0.6027154003188882,0.685006881601767,0.732283951266353,0.6946653891787049,0.7133722997296139,0.6382199234602022,0.4193988701655873,0,г Сочи,0,0,0,1,0
1049,"Краснодарский край, р-н Туапсинский, с Агой, кв-л Рассвет, д. 45 ",0.29478373494331395,0.2083678469455575,0.5125657505245238,0.7253824182625648,0.7054440635391623,0.49032623438697037,0.48695148925581405,0.4720222898296815,0.5553957052299597,0.681461408505757,0.6361906569349269,0.6299514594687905,0.6267395388784547,0.6485549344853723,0,с Агой,0,0,1,0,0
1050,"Краснодарский край, р-н Белореченский, п Молодежный, ул Строителей, д. 3 , кв. 2 ",0.29478373494331395,0.3562071871080222,0.2005068182654428,0.7729413275935458,0.8130875886859935,0.7973917451554979,0.7695253306020686,0.8013568371287885,0.7711191015434287,0.7390230465792207,0.7335351862770968,0.7702254046708381,0.7861574832654092,0.7836105138543809,0,п Молодежный,0,1,0,0,0
1051,"Краснодарский край, р-н Кущевский, ст-ца Кущевская, ул Крупской, д. 36 ",0.17243743076436346,0.0,0.14744133707568868,0.47138123243275587,0.5057073213706513,0.591933361299049,0.490763098674318,0.49844182494929085,0.5083055517332271,0.48825507551932934,0.4990296550168377,0.4778904143596237,0.5871473360810054,0.5873366166342802,0,ст-ца Кущевская,0,0,0,1,0
1052,"Краснодарский край, р-н Белореченский, с Школьное, ул Вишневая, д. 41 ",0.29478373494331395,0.2083678469455575,0.30317145586013794,0.3029855489730835,0.5360831773109104,0.557895003733936,0.6490252128951449,0.5608966098873955,0.5930567356230786,0.7044771254886166,0.533564888122544,0.5696218631436197,0.5900468372227949,0.5659198390661047,0,с Школьное,0,0,1,0,0
1053,"Краснодарский край, р-н Туапсинский, пгт Новомихайловский, пер Средний, д. 1 а",0.29478373494331395,0.2083678469455575,0.42698150344610986,0.5301342866128952,0.5011194341439801,0.5084426971398415,0.5119493288139922,0.4457034520331758,0.5737398321881807,0.7073123163245757,0.7486169001416341,0.6812972636074904,0.5042839639723629,0.4718368184647013,0,пгт Новомихайловский,0,0,0,1,0
1054,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Победы, д. 370 А, кв. 2 ",0.29478373494331395,0.2083678469455575,0.37773871421813965,0.4786006759310683,0.49873915930446805,0.6092662689059781,0.5681778659308278,0.5562562302319748,0.7818805744714724,0.8068811373382464,0.7852097883675478,0.8160864359061265,0.6477590638028291,0.5614376513108132,0,г Сочи,0,0,0,1,0
1055,"Краснодарский край, р-н Кущевский, ст-ца Кущевская, пер Куцева, д. 72 ",0.29478373494331395,0.0,0.4144028425216675,0.5737948145263272,0.612456632174351,0.5966671985765634,0.6081425552519472,0.5995706561161023,0.7456235285816811,0.617018313902334,0.5425604898565507,0.5272084014294777,0.5565143526518579,0.5486654216394458,0,ст-ца Кущевская,0,0,0,1,0
1056,"Республика Адыгея, г Майкоп, ул Ветеранов, д. 319 1",0.29478373494331395,0.2083678469455575,0.30496177077293396,0.34200429916381836,0.6987778702928744,0.6989133741169162,0.681812067897261,0.6670073077415292,0.6606712910925823,0.5950535535812378,0.6976108866052205,0.6879111428293901,0.650387913600776,0.650433551764212,0,г Майкоп,0,0,0,1,0
1057,"Краснодарский край, р-н Новокубанский, с Ковалевское, ул Мира, д. 7 ",0.3896829011373962,0.5645750340535796,0.27683980937002217,0.5405227754541295,0.5265235026039565,0.5912984453369411,0.5041287372231769,0.5453011595661129,0.3865131358497752,0.5966162663799853,0.34270386389866114,0.4633930181744076,0.6119772626005594,0.5449060071794481,0,с Ковалевское,0,0,0,1,0
1058,"Краснодарский край, р-н Кущевский, ст-ца Кущевская, ул Щорса, д. 198 ",0.3896829011373962,0.3562071871080222,0.38208186626434326,0.49271059679891654,0.5074818695711122,0.5161373249404171,0.5444339774698019,0.515317818098365,0.6282849626328503,0.701804407919926,0.6793344661696372,0.63436868284316,0.5338763680602588,0.4969022511744217,0,ст-ца Кущевская,0,0,0,1,0
1059,"Краснодарский край, р-н Анапский, с Варваровка, ул Калинина, д. 20 ",0.3896829011373962,0.3562071871080222,0.41326912963815576,0.6638593547312489,0.6821977986546691,0.7073197779922058,0.7082977021533989,0.698309124584129,0.615973970006351,0.8158995704322145,0.6554034852632524,0.6854369159751694,0.709445280988972,0.6809821993802799,0,с Варваровка,0,0,0,1,0
1060,"Краснодарский край, р-н Ейский, п Мирный, ул Советская, д. 18 , кв. 1 ",0.29478373494331395,0.5645750340535796,0.1660605892506845,0.682202542768819,0.6945643459228755,0.7108949498118995,0.6667438749795439,0.7003067250120572,0.641526258857219,0.6113655673401783,0.5672519623586981,0.6227227874974267,0.6203651100229229,0.6375384982908022,0,п Мирный,0,1,0,0,0
1061,"Краснодарский край, р-н Новокубанский, ст-ца Прочноокопская, ул Набережная, д. 70 ",0.29478373494331395,0.3562071871080222,0.4392784833908081,0.647255090028114,0.6828870206347493,0.6736423010383779,0.668560443433121,0.6532771889397244,0.7078015400807318,0.7268030456257265,0.7333569643610449,0.7106587537647171,0.6909280783840209,0.6562698172203506,0,ст-ца Прочноокопская,0,0,0,1,0
1062,"Краснодарский край, р-н Белоглинский, с Белая Глина, ул Южная, д. 93 ",0.29478373494331395,0.3562071871080222,0.4521732032299042,0.674165577721627,0.7025330100313566,0.7184147086833484,0.6029811521537781,0.5918027197404393,0.0,0.5787120757434702,0.703933978352466,0.7688320915282308,0.7410473205728524,0.6946801972517562,0,с Белая Глина,0,0,0,1,0
1063,"Краснодарский край, р-н Анапский, с Сукко, ул Центральная, д. 21 ",0.4672211657076774,0.3562071871080222,0.37821644124840126,0.29082590341567993,0.14292693138122559,0.4089030623435974,0.4509284198284149,0.7590711017538896,0.7934599530143146,0.7828512237487928,0.8251215563027832,0.5531486868858337,0.41414666175842285,0.40704458951950073,0,с Сукко,0,0,0,1,0
1064,"Краснодарский край, р-н Тихорецкий, п Полевой, ул Пионерская, д. 66 , кв. 1 ",0.29478373494331395,0.2083678469455575,0.20871817168062,0.602080338783515,0.6039844856159348,0.4742993414402008,0.625019795780122,0.6054262594164957,0.49405863881111145,0.610834273811216,0.5792525405296479,0.6023919889095014,0.629848993464554,0.5392586270944426,0,п Полевой,0,0,0,1,0
1065,"Краснодарский край, р-н Новокубанский, п Восход, ул Кропоткина, д. 7 ",0.3896829011373962,0.3562071871080222,0.26775099614438,0.5909992635830851,0.616977286851213,0.6306836259236577,0.6213520554961895,0.6135862681104683,0.4987434763964973,0.4678200127137039,0.6412984485154473,0.6731629547169936,0.7003119253921629,0.8872696342814085,0,п Восход,0,0,0,1,0
1066,"Краснодарский край, ст-ца Бакинская, ул Северная, д. 2 ",0.6844666360807103,0.2083678469455575,0.4934250867561095,0.49232175946235657,0.8755140041812631,0.24007353536078976,0.545753002166748,0.9146483275033714,0.22636541874864674,0.22358398046197003,0.16857134374030808,0.22551465760235753,0.23236329352923993,1.0,0,ст-ца Бакинская,0,0,0,1,0
1067,"Краснодарский край, р-н Анапский, с Гай-Кодзор, ул Мира, д. 1 ",0.29478373494331395,0.3562071871080222,0.3972235918045044,0.5569381197066622,0.3333300054073334,0.6458183731418439,0.5749577121526711,0.5449868860227538,0.52919731172339,0.5423976946317972,0.502466708009958,0.5392030709782285,0.5470608535167316,0.544631599647324,0,с Гай-Кодзор,0,0,0,1,0
1068,"Краснодарский край, р-н Анапский, с Цибанобалка, ул Зеленая, д. 10 ",0.29478373494331395,0.0,0.3839605152606964,0.4831128727376816,0.49728167157265674,0.5147404905190057,0.5144223269495577,0.5081831337201672,0.49969703714985614,0.38330512268632944,0.45829791332522485,0.49781899930081974,0.5162872908336537,0.4945836285383891,0,с Цибанобалка,0,0,0,1,0
1069,"Краснодарский край, р-н Новокубанский, х Ляпино, ул Армавирская, д. 33 , кв. 2 ",0.29478373494331395,0.3562071871080222,0.39642098546028137,0.5269336092018234,0.5527138972147289,0.28942577700771227,0.5385198437517755,0.5318448100014317,0.37300417123340046,0.6399931226264453,0.27416309111892895,0.3027253474095725,0.5306858569909894,0.582333127747443,0,х Ляпино,0,0,0,1,0
1070,"Краснодарский край, р-н Анапский, с Сукко, ул Утришская, д. 27 ",0.0,0.2083678469455575,0.4495537281036377,0.6875295918588544,0.8582556829465352,0.8372582286750345,0.8562175354199063,0.8304576752792782,0.7431372600327609,0.763086451671486,0.7531486057167428,0.7579500817400457,0.718669471946346,0.6634730511712194,0,с Сукко,0,0,1,0,0
1071,"Краснодарский край, р-н Анапский, с Джигинка, пер Северный, д. 7 к",0.29478373494331395,0.2083678469455575,0.5013505816459656,0.8113552510171429,0.8559852040929218,0.8313011762256296,0.8326024432569199,0.8209555399636689,0.8304180128396723,0.8341757528047492,0.8230189643058119,0.830855852287507,0.8065592721863976,0.8240301459365724,0,с Джигинка,0,0,1,0,0
1072,"Краснодарский край, р-н Анапский, с Гай-Кодзор, ул Мира, д. 1 А",0.29478373494331395,0.3562071871080222,0.37384143471717834,0.4703737060067125,0.45079112382519443,0.48663357990101425,0.48695148925581405,0.45584204216158586,0.43934182424637963,0.41313716567239445,0.40151054433502864,0.4462462378623824,0.44025898506003613,0.47123594374095007,0,с Гай-Кодзор,0,0,0,1,0
1073,"Краснодарский край, р-н Отрадненский, ст-ца Отрадная, ул Красная, д. 182 ",0.29478373494331395,0.0,0.3386236668417135,0.6827398138800383,0.720925109152327,0.7400187704679337,0.757568858034637,0.7336886477852197,0.7395052715830782,0.7187457932679417,0.6974827715801888,0.7111979869785318,0.7117254572496446,0.7143530669423097,0,ст-ца Отрадная,0,0,0,1,0
