iter	Logloss
261	0.3482444477
262	0.3477900002
263	0.3466952607
264	0.3463437271
265	0.3454227388
266	0.3449304265
267	0.343962822
268	0.3436924964
269	0.343262649
270	0.3428635001
271	0.3424429898
272	0.341880667
273	0.3416432449
274	0.3409339416
275	0.3400921974
276	0.339491424
277	0.338656984
278	0.3378859393
279	0.3372689725
280	0.3370545312
281	0.3360483728
282	0.3359517984
283	0.335492045
284	0.3350074503
285	0.3344617688
286	0.3340308878
287	0.3335829521
288	0.3332660448
289	0.3328865346
290	0.3327008968
291	0.3320003448
292	0.3312634439
293	0.3306916808
294	0.3303441094
295	0.329849971
296	0.329266907
297	0.3289398012
298	0.3284163081
299	0.3280941637
300	0.327295797
301	0.3263529649
302	0.3253527326
303	0.3247722181
304	0.3242845226
305	0.3239693379
306	0.3229983914
307	0.3226948866
308	0.3221999558
309	0.3215741344
310	0.3208062939
311	0.3200600215
312	0.319469481
313	0.3187786795
314	0.3182598031
315	0.317757947
316	0.3171639266
317	0.3167382482
318	0.3164355014
319	0.3155615772
320	0.3150219596
321	0.3143594447
322	0.3136021127
323	0.3129442491
324	0.3124060096
325	0.3119614505
326	0.3112796414
327	0.3108315335
328	0.3099455504
329	0.3090963641
330	0.3084387073
331	0.3077270267
332	0.3076196337
333	0.3070414277
334	0.3063779482
335	0.3058037388
336	0.3052127848
337	0.3046266888
338	0.3042138961
339	0.3039478428
340	0.3038053413
341	0.3034978054
342	0.3025297186
343	0.3020857796
344	0.3014499321
345	0.3005800734
346	0.3003262168
347	0.2997119375
348	0.2991298037
349	0.2981970322
350	0.2975441644
351	0.2967053832
352	0.2958314935
353	0.2954969457
354	0.2951983679
355	0.2942895418
356	0.2935583947
357	0.2930693555
358	0.2927489339
359	0.2920850409
360	0.291192167
361	0.2908438377
362	0.2902564324
363	0.2900015077
364	0.2896032201
365	0.289160487
366	0.288624866
367	0.2880990472
368	0.2874070915
369	0.2866180273
370	0.2862352268
371	0.2858348893
372	0.2852251923
373	0.284889008
374	0.2843911486
375	0.2837467048
376	0.2826744637
377	0.2822171393
378	0.281619553
379	0.2812465374
380	0.2805025562
381	0.279900353
382	0.2795765721
383	0.2792398193
384	0.2787172736
385	0.2784274126
386	0.2777098748
387	0.2773283663
388	0.2769373658
389	0.2765375967
390	0.2758828168
391	0.2751920497
392	0.2747989992
393	0.2742790031
394	0.2734797578
395	0.2730346301
396	0.2720766555
397	0.2716121647
398	0.2714644951
399	0.2712119821
400	0.2707790339
401	0.2701699055
402	0.2697144416
403	0.269031909
404	0.2684533412
405	0.2680123308
406	0.2676913234
407	0.2671995796
408	0.2667791381
409	0.2663719614
410	0.2658312585
411	0.2653734518
412	0.2651849887
413	0.2647137277
414	0.2644974431
415	0.2641275973
416	0.2638988576
417	0.2636462068
418	0.2634367269
419	0.2629966639
420	0.2628472199
421	0.26256518
422	0.2622822787
423	0.2618364791
424	0.2616421933
425	0.2612494184
426	0.2608363846
427	0.2600345725
428	0.2593983288
429	0.2591446272
430	0.2587367959
431	0.2583671395
432	0.2579749503
433	0.2575018805
434	0.257242339
435	0.2571724836
436	0.2566899217
437	0.2561253422
438	0.2555675846
439	0.2552569306
440	0.2548984546
441	0.2545065238
442	0.2538915382
443	0.2535806603
444	0.2530713621
445	0.2526353303
446	0.2521901681
447	0.2515496694
448	0.2509541674
449	0.2507579178
450	0.2503537386
451	0.2496677779
452	0.2494945779
453	0.2492503512
454	0.24883904
455	0.2485675257
456	0.2481777138
457	0.2476337895
458	0.2473784685
459	0.2469347879
460	0.2463807858
461	0.245965633
462	0.2451340872
463	0.2445906451
464	0.2442054501
465	0.2435803695
466	0.2433264956
467	0.2425919893
468	0.2422463473
469	0.2418474741
470	0.241239741
471	0.2409413699
472	0.2405711278
473	0.2402437292
474	0.2399017911
475	0.2393897883
476	0.2389388379
477	0.2385718345
478	0.2381514448
479	0.2378832036
480	0.2373780744
481	0.237034672
482	0.2363133098
483	0.2354926858
484	0.2353053598
485	0.2346877384
486	0.2340736658
487	0.2336642841
488	0.2331668898
489	0.2326248776
490	0.2320768532
491	0.2312159009
492	0.230772427
493	0.2299878763
494	0.229764098
495	0.2293772492
496	0.2286731312
497	0.2283924522
498	0.2280580078
499	0.2276880586
500	0.2272803823
501	0.2269745691
502	0.2266034313
503	0.2262450931
504	0.2257830657
505	0.2247749262
506	0.2244011698
507	0.2242274531
508	0.2240053457
509	0.2235459541
510	0.2233084286
511	0.2229032848
512	0.2226945111
513	0.2222149295
514	0.2218819838
515	0.221525575
516	0.2211805877
517	0.2209347072
518	0.2207531177
519	0.220320893
520	0.2199938389
521	0.2195787551
522	0.219348086
523	0.2189553455
524	0.218650721
525	0.218216653
526	0.2179994898
527	0.2177150381
528	0.2172740793
529	0.2168150839
530	0.2164231703
531	0.2161893487
532	0.215667716
533	0.2153477422
534	0.2148977221
535	0.2147985292
536	0.2145338368
537	0.2142050773
538	0.2138381945
539	0.2134963597
540	0.2130784507
541	0.2129333307
542	0.2127381663
543	0.2121251101
544	0.2116666143
545	0.2112729952
546	0.2110145735
547	0.2107214738
548	0.2104462213
549	0.2100916385
550	0.2094061429
551	0.2089871658
552	0.2086991136
553	0.208387426
554	0.2080668493
555	0.2075981035
556	0.2073239707
557	0.2068214427
558	0.2065478095
559	0.2059652795
560	0.2055134333
561	0.2050009137
562	0.2047068149
563	0.2044271178
564	0.2038849506
565	0.2034033189
566	0.2029877872
567	0.202779961
568	0.2025842454
569	0.2021135529
570	0.2017624155
571	0.201464389
572	0.2009935759
573	0.2007891951
574	0.2003662902
575	0.20009562
576	0.1999270024
577	0.1996160556
578	0.1994105206
579	0.198832728
580	0.1985213678
581	0.1983345241
582	0.198021355
583	0.1977750954
584	0.1973439905
585	0.196942671
586	0.1965720844
587	0.1961042343
588	0.1957886535
589	0.1954584469
590	0.1950963015
591	0.1946124304
592	0.1944372838
593	0.1941198596
594	0.1937462066
595	0.1934892319
596	0.1933602708
597	0.1931216256
598	0.1927834085
599	0.1924575603
600	0.1921145713
601	0.1917563365
602	0.1911849523
603	0.1909716824
604	0.1907839774
605	0.1905432649
606	0.1904632456
607	0.1902018608
608	0.1900464908
609	0.1898483117
610	0.189666326
611	0.1894279047
612	0.189241061
613	0.1889736812
614	0.1888893724
615	0.1884924458
616	0.1883857075
617	0.1881028234
618	0.187782953
619	0.1872749469
620	0.1870513063
621	0.1867318838
622	0.1865627322
623	0.1862239638
624	0.1859783072
625	0.1857717731
626	0.1854303001
627	0.1849943027
628	0.1845999084
629	0.1842363849
630	0.1840667337
631	0.1837369406
632	0.1834672351
633	0.183148829
634	0.1829574029
635	0.1825993404
636	0.1821704749
637	0.1817782685
638	0.1816782315
639	0.1815417766
640	0.1813561216
641	0.181016733
642	0.1809196591
643	0.1805955853
644	0.1802782473
645	0.1799724169
646	0.1796604192
647	0.1792656976
648	0.1788707866
649	0.1784630414
650	0.1780524538
651	0.1778701235
652	0.1776355266
653	0.1774132643
654	0.1772519509
655	0.1770306016
656	0.1765557918
657	0.1764063651
658	0.1761883233
659	0.1759548462
660	0.1756765789
661	0.1755814861
662	0.1753496799
663	0.1751120856
664	0.1749463277
665	0.1747505776
666	0.1745793415
667	0.1743734103
668	0.1741246356
669	0.1738933463
670	0.1737416801
671	0.1734815011
672	0.1731912956
673	0.1729833833
674	0.1727167615
675	0.172406452
676	0.1721296491
677	0.1718356536
678	0.1716121681
679	0.1712817893
680	0.1710512235
681	0.1707567973
682	0.1704517938
683	0.1702728056
684	0.1701046532
685	0.1697601482
686	0.1695551473
687	0.1694707868
688	0.169079011
689	0.1687110257
690	0.1684515186
691	0.1679640298
692	0.1677981341
693	0.167449598
694	0.1670826635
695	0.1668352843
696	0.1666768995
697	0.1665108832
698	0.1661956813
699	0.1660656349
700	0.1659190678
701	0.1658401511
702	0.1657075206
703	0.1653554014
704	0.1650895031
705	0.1647869802
706	0.1645651658
707	0.1642651236
708	0.1640665828
709	0.1639337628
710	0.1637972736
711	0.1634997293
712	0.1632190331
713	0.1629275183
714	0.1627473759
715	0.1624625968
716	0.1621672059
717	0.1620684782
718	0.1618230628
719	0.1616362707
720	0.1614698754
721	0.1612456492
722	0.1611288675
723	0.1609146329
724	0.1605360186
725	0.160363077
726	0.1602107389
727	0.1600443781
728	0.1596983571
729	0.1595544086
730	0.1593882372
731	0.1591945371
732	0.1591004434
733	0.158962576
734	0.1587955433
735	0.1585461484
736	0.1583503811
737	0.1581508756
738	0.1579541436
739	0.1578017538
740	0.1575435388
741	0.1573749039
742	0.1571810833
743	0.1569722235
744	0.1566759885
745	0.1563868338
746	0.1559521112
747	0.1557623045
748	0.1554617972
749	0.1552230314
750	0.1548908265
751	0.1548088089
752	0.1544837359
753	0.1541839522
754	0.1539780038
755	0.1537155509
756	0.1535618346
757	0.1534439849
758	0.1533130772
759	0.1531485596
760	0.1528969769
761	0.1526996764
762	0.1522692261
763	0.1520867236
764	0.1519400876
765	0.1516519838
766	0.1512818279
767	0.1510460251
768	0.1507389543
769	0.1505509736
770	0.1501812829
771	0.1499661869
772	0.1496262815
773	0.1495024885
774	0.1491272679
775	0.1488842987
776	0.1486601758
777	0.1484105742
778	0.148290709
779	0.1481294818
780	0.1478821369
781	0.1477778276
782	0.1476564981
783	0.14728238
784	0.1471751593
785	0.1470168779
786	0.1466358001
787	0.1464256483
788	0.1461909997
789	0.1459864983
790	0.1457325211
791	0.1454215226
792	0.1450625298
793	0.1448498284
794	0.144619297
795	0.1442399592
796	0.1437931002
797	0.1436754313
798	0.1434953234
799	0.1431857289
800	0.1430061291
801	0.1426784721
802	0.1424327638
803	0.1422756625
804	0.1421575802
805	0.1419928559
806	0.141768354
807	0.1416586871
808	0.1414368985
809	0.1413778014
810	0.1410925658
811	0.1409643713
812	0.1408090099
813	0.1406374723
814	0.1404661932
815	0.1403117103
816	0.1401631621
817	0.1399782565
818	0.1397452703
819	0.13967557
820	0.1394816804
821	0.1393618238
822	0.1391147976
823	0.1384905784
824	0.1382957672
825	0.1379452586
826	0.1377784671
827	0.137694632
828	0.13756518
829	0.1374284323
830	0.1371439719
831	0.1368294505
832	0.1367151409
833	0.1365715025
834	0.1364962206
835	0.1361885555
836	0.1358899518
837	0.1355935101
838	0.1353761747
839	0.1352336301
840	0.1351026276
841	0.1349209434
842	0.1348422764
843	0.1345848624
844	0.134406279
845	0.1342379112
846	0.134078958
847	0.1337973056
848	0.1336075161
849	0.1333353644
850	0.1331612945
851	0.1328536811
852	0.1327595529
853	0.1326105482
854	0.1324394413
855	0.1323765457
856	0.1322124674
857	0.1317745061
858	0.1316399204
859	0.1314519742
860	0.1313117208
861	0.1311158501
862	0.1310386733
863	0.1308896083
864	0.1306716355
865	0.1305616413
866	0.1304365735
867	0.1303586214
868	0.1301188737
869	0.1300141079
870	0.1299008061
871	0.1297078726
872	0.1295663186
873	0.1293474155
874	0.1290814138
875	0.1287932755
876	0.128572064
877	0.1283719211
878	0.128222813
879	0.1280905357
880	0.1279163883
881	0.1277240922
882	0.1275349832
883	0.1273812497
884	0.1271942854
885	0.1270232215
886	0.1268648109
887	0.1267457726
888	0.1265927368
889	0.126278224
890	0.126046616
891	0.1258543888
892	0.125756798
893	0.1256094902
894	0.1253993987
895	0.1251680233
896	0.1250106463
897	0.1247974194
898	0.1245764233
899	0.1243645918
900	0.1241934591
901	0.1240964799
902	0.1240513452
903	0.1238666376
904	0.1237708815
905	0.1235102288
906	0.1233239536
907	0.1231469982
908	0.1230590631
909	0.1229544609
910	0.1228251122
911	0.1226317998
912	0.1225009954
913	0.122338278
914	0.1222137615
915	0.1220976603
916	0.1219904138
917	0.1218379293
918	0.1216805437
919	0.1214178754
920	0.121183425
921	0.120988967
922	0.1207021207
923	0.1204880239
924	0.1203697952
925	0.1201879645
926	0.1199491729
927	0.1198576976
928	0.1198112451
929	0.1196593377
930	0.1195327281
931	0.1192877606
932	0.1191439412
933	0.1190530775
934	0.1189258133
935	0.1187450076
936	0.1186062099
937	0.1184807545
938	0.1184266015
939	0.118300569
940	0.1181649755
941	0.1180755848
942	0.1180062376
943	0.1177676613
944	0.1176366243
945	0.1175117288
946	0.1174431052
947	0.1173346614
948	0.117126551
949	0.1170325434
950	0.1168780175
951	0.1167498316
952	0.1166517498
953	0.1164815474
954	0.1162504562
955	0.1161932282
956	0.1161134328
957	0.1160449643
958	0.1159285185
959	0.1157422778
960	0.1156255306
961	0.1153993663
962	0.1153370133
963	0.1152480446
964	0.1150849483
965	0.1149803461
966	0.114854305
967	0.1145793367
968	0.1143742065
969	0.1143112333
970	0.1142211535
971	0.1140123799
972	0.1138005053
973	0.1135388793
974	0.1134214948
975	0.113215598
976	0.1130507617
977	0.1128102991
978	0.1126940515
979	0.1124894123
980	0.1123733198
981	0.1123077711
982	0.1122648587
983	0.1121588956
984	0.1119851789
985	0.1118638838
986	0.1115551937
987	0.1112441263
988	0.1111046912
989	0.1110243015
990	0.1109594764
991	0.1107717628
992	0.1105828604
993	0.110396611
994	0.1102621115
995	0.1101576557
996	0.1098468467
997	0.1096899952
998	0.1095348835
999	0.109486157
1000	0.1091489821
1001	0.1090699793
1002	0.1089525086
1003	0.1087255432
1004	0.1085940497
1005	0.1084917215
1006	0.1083098564
1007	0.1082142295
1008	0.1080776799
1009	0.1080153786
1010	0.1079675996
1011	0.1079152727
1012	0.1076583669
1013	0.1074681036
1014	0.1074438049
1015	0.1071943412
1016	0.1071176984
1017	0.1069308977
1018	0.1068170361
1019	0.1066072116
1020	0.1065049867
1021	0.1064284301
1022	0.1063520715
1023	0.1062965921
1024	0.106109645
1025	0.1060402806
1026	0.1058501293
1027	0.1057576894
1028	0.105487381
1029	0.1053017345
1030	0.1051919298
1031	0.1050703505
1032	0.1050143456
1033	0.1049058243
1034	0.1048356072
1035	0.10477651
1036	0.1046978775
1037	0.1046480571
1038	0.1045184931
1039	0.1044562348
1040	0.1043427005
1041	0.1042661266
1042	0.1042292523
1043	0.1041088874
1044	0.1040465602
1045	0.1037394809
1046	0.1036930456
1047	0.1035714318
1048	0.1034839532
1049	0.1032640596
1050	0.1031448058
1051	0.103016663
1052	0.1028777103
1053	0.1027479051
1054	0.1026625282
1055	0.1025792272
1056	0.1024715242
1057	0.102300848
1058	0.1022117414
1059	0.10212689
1060	0.1020726595
1061	0.1019267298
1062	0.1018481749
1063	0.1017138045
1064	0.1016523387
1065	0.1015433178
1066	0.1014662098
1067	0.1013563879
1068	0.1013076356
1069	0.1010933493
1070	0.1009074444
1071	0.1008829305
1072	0.1007954347
1073	0.1005664021
1074	0.1003092293
1075	0.1000688614
1076	0.09995897914
1077	0.09975537357
1078	0.09956226785
1079	0.09938766389
1080	0.09927507703
1081	0.09922107909
1082	0.09911638217
1083	0.09898656834
1084	0.09888433488
1085	0.09882855395
1086	0.09862740323
1087	0.09853119921
1088	0.09839825868
1089	0.09831502658
1090	0.09808670031
1091	0.09804673374
1092	0.09795841967
1093	0.09782850248
1094	0.09775265213
1095	0.09767711186
1096	0.09755965838
1097	0.09750422199
1098	0.09741309131
1099	0.09731157278
1100	0.09714305855
1101	0.09703339166
1102	0.09691940079
1103	0.09685152653
1104	0.09671464964
1105	0.09662030613
1106	0.09640440051
1107	0.09630632737
1108	0.09623685961
1109	0.09609354844
1110	0.09597932502
1111	0.09592471552
1112	0.09578218818
1113	0.09558989212
1114	0.0955086928
1115	0.09541943125
1116	0.09529639623
1117	0.09520085545
1118	0.09505502053
1119	0.09497339915
1120	0.0948604419
1121	0.09474843214
1122	0.09456991766
1123	0.09446791677
1124	0.09418263814
1125	0.09404110135
1126	0.09388032203
1127	0.09366333111
1128	0.09360193419
1129	0.09355921992
1130	0.0932610469
1131	0.09307847547
1132	0.09299332255
1133	0.09291345832
1134	0.09279689202
1135	0.09273196357
1136	0.0926097296
1137	0.09248389519
1138	0.09231326205
1139	0.09222592131
1140	0.09205757936
1141	0.09179092308
1142	0.09167089417
1143	0.09148464477
1144	0.09142930313
1145	0.09127821399
1146	0.09105175685
1147	0.09085494732
1148	0.09075403173
1149	0.09066460653
1150	0.0905400986
1151	0.09031163452
1152	0.0901547485
1153	0.09004595157
1154	0.08991637891
1155	0.08981809043
1156	0.08978436002
1157	0.08972262717
1158	0.08965881847
1159	0.08959793836
1160	0.08954263978
1161	0.08943621156
1162	0.08937573628
1163	0.08931713013
1164	0.08917374144
1165	0.08912112166
1166	0.08907543573
1167	0.08900826777
1168	0.08881620428
1169	0.08873336839
1170	0.08856351047
1171	0.08851263061
1172	0.08840213682
1173	0.08827970474
1174	0.08814317239
1175	0.08801346191
1176	0.08788380312
1177	0.08781156182
1178	0.08774495374
1179	0.08759796461
1180	0.08750417237
1181	0.08736080952
1182	0.08728227177
1183	0.08721525885
1184	0.08717621392
1185	0.08710615183
1186	0.08705979406
1187	0.08698257416
1188	0.08682216523
1189	0.08674549659
1190	0.08658283954
1191	0.08640456624
1192	0.08635853577
1193	0.08625953237
1194	0.08617535278
1195	0.08607258529
1196	0.08600544317
1197	0.08584813509
1198	0.08580233719
1199	0.08571474666
1200	0.08552948782
1201	0.08545331016
1202	0.0854228098
1203	0.08525554453
1204	0.08518739464
1205	0.08515595542
1206	0.0850780206
1207	0.08499422862
1208	0.08494584667
1209	0.08484803194
1210	0.08475001909
1211	0.08470674494
1212	0.08456756824
1213	0.08441977806
1214	0.08432913836
1215	0.08426499373
1216	0.08415370751
1217	0.08409386962
1218	0.08387133162
1219	0.08372612549
1220	0.08361191929
1221	0.08357092771
1222	0.08351270916
1223	0.08337107763
1224	0.08327056687
1225	0.08320597434
1226	0.08312007205
1227	0.08302603863
1228	0.08295559755
1229	0.08284251111
1230	0.08271273172
1231	0.08266177434
1232	0.08262159244
1233	0.08250382887
1234	0.08241859843
1235	0.08236632319
1236	0.08231449585
1237	0.08223178055
1238	0.08217125359
1239	0.08205912324
1240	0.08201190411
1241	0.0819487242
1242	0.08187824005
1243	0.08181836771
1244	0.08167340276
1245	0.08150711942
1246	0.08135571158
1247	0.08128952556
1248	0.08121240041
1249	0.08108772022
1250	0.08088860228
1251	0.08080447437
1252	0.0807325087
1253	0.08057070438
1254	0.08047597327
1255	0.08032931146
1256	0.08031276495
1257	0.0802715322
1258	0.08014441438
1259	0.08002303315
1260	0.07999286872
1261	0.0799406021
1262	0.07983825666
1263	0.07979657601
1264	0.07975413737
1265	0.07951473416
1266	0.07947089152
1267	0.07932002633
1268	0.07926275526
1269	0.07917002248
1270	0.07911488756
1271	0.07893997352
1272	0.07883556085
1273	0.07878904803
1274	0.07875284555
1275	0.07868924358
1276	0.07856986067
1277	0.07852327894
1278	0.0784751554
1279	0.07839201804
1280	0.07829838084
1281	0.07822046326
1282	0.07815790351
1283	0.07807334493
1284	0.07799509142
1285	0.07791589042
1286	0.07781607735
1287	0.07778141669
1288	0.07769657386
1289	0.07767128467
1290	0.07759687277
1291	0.0774494099
1292	0.07741150195
1293	0.07727891457
1294	0.07719430431
1295	0.07709611058
1296	0.07702357642
1297	0.0769286472
1298	0.07684385605
1299	0.07679937601
1300	0.07664020742
1301	0.07655081667
1302	0.07641915955
1303	0.07634787434
1304	0.07624215243
1305	0.0761895068
1306	0.07612324326
1307	0.07609276014
1308	0.07604542904
1309	0.07594162793
1310	0.07586967948
1311	0.07578492279
1312	0.07572692819
1313	0.07561688231
1314	0.07549418321
1315	0.07542144233
1316	0.07531138783
1317	0.07524120515
1318	0.07516106528
1319	0.07506291462
1320	0.07502001085
1321	0.07493794156
1322	0.07485268529
1323	0.07475674829
1324	0.07469722049
1325	0.07463218868
1326	0.07455318579
1327	0.07447623291
1328	0.07442022803
1329	0.07437368076
1330	0.07426164516
1331	0.0741584556
1332	0.07406868586
1333	0.07398187054
1334	0.07389959453
1335	0.07381130631
1336	0.07373742845
1337	0.0736718626
1338	0.07360954403
1339	0.07354135107
1340	0.07345708534
1341	0.07338800519
1342	0.07329704679
1343	0.07319694948
1344	0.07314767173
1345	0.07307336319
1346	0.07292847575
1347	0.07289575312
1348	0.07282884357
1349	0.07261761507
1350	0.07259665846
1351	0.07247089297
1352	0.07238691149
1353	0.07234028669
1354	0.07226733047
1355	0.07221198452
1356	0.07213793008
1357	0.07203639432
1358	0.07196042338
1359	0.07192456544
1360	0.07188919847
1361	0.07180631951
1362	0.07175394952
1363	0.07168184604
1364	0.07162306762
1365	0.07160104724
1366	0.0715185602
1367	0.0714957603
1368	0.07144781334
1369	0.07137895714
1370	0.07134535163
1371	0.07127957475
1372	0.07122557681
1373	0.07116346497
1374	0.07112114261
1375	0.07106751935
1376	0.07102740635
1377	0.07100440404
1378	0.07093574164
1379	0.07087836291
1380	0.07080798643
1381	0.07076206363
1382	0.07070278132
1383	0.07061705992
1384	0.07049874508
1385	0.0704219128
1386	0.07035175596
1387	0.07028795157
1388	0.07022687765
1389	0.07019211793
1390	0.07016364175
1391	0.07009221012
1392	0.07005195069
1393	0.07001153621
1394	0.06996656521
1395	0.06990947503
1396	0.06984987402
1397	0.06973826047
1398	0.06971884137
1399	0.06964340447
1400	0.06959652127
1401	0.06956061165
1402	0.06948531687
1403	0.06938036155
1404	0.06932324122
1405	0.0692432564
1406	0.0691567727
1407	0.06908955737
1408	0.06902147638
1409	0.06897419696
1410	0.06893678429
1411	0.06885532225
1412	0.06879206051
1413	0.06873051716
1414	0.06866257829
1415	0.06853423736
1416	0.06843948903
1417	0.06834959008
1418	0.06818279425
1419	0.06803386278
1420	0.06798640678
1421	0.06791824397
1422	0.06787390175
1423	0.06781056679
1424	0.06776057412
1425	0.06770865634
1426	0.0676215094
1427	0.06756033212
1428	0.06749607552
1429	0.06748366349
1430	0.06736974584
1431	0.06734622241
1432	0.06730815942
1433	0.06722876893
1434	0.06715961126
1435	0.06709877421
1436	0.06702372061
1437	0.06697355136
1438	0.06683943079
1439	0.06675505739
1440	0.0667319431
1441	0.0666552271
1442	0.06656739539
1443	0.06644896858
1444	0.06637966878
1445	0.06632713945
1446	0.06622867008
1447	0.06614531308
1448	0.0660916726
1449	0.06602922914
1450	0.06592031162
1451	0.06587355331
1452	0.06582437031
1453	0.06576213788
1454	0.0657240189
1455	0.06567580061
1456	0.0655670166
1457	0.06545615674
1458	0.06534759237
1459	0.06528771573
1460	0.0652434338
1461	0.06518324707
1462	0.06512865911
1463	0.06506844224
1464	0.06503798926
1465	0.06496406833
1466	0.06486030167
1467	0.0647823281
1468	0.06473832611
1469	0.06468234276
1470	0.06460741405
1471	0.06452340673
1472	0.06447299631
1473	0.06437491455
1474	0.06432069266
1475	0.06419361792
1476	0.06409075568
1477	0.06392364976
1478	0.06384933691
1479	0.0638000204
1480	0.06376914537
1481	0.06368867388
1482	0.06358147475
1483	0.06347693288
1484	0.06343829279
1485	0.06332871633
1486	0.06328806068
1487	0.06320888122
1488	0.06318822608
1489	0.06312644155
1490	0.06304492784
1491	0.06302025451
1492	0.06299233389
1493	0.0629331894
1494	0.06287743431
1495	0.06283296719
1496	0.06280057618
1497	0.06276380091
1498	0.06265967679
1499	0.06255104782
1500	0.06252202468
1501	0.06249045626
1502	0.06242621258
1503	0.06237765836
1504	0.06233462108
1505	0.06228618746
1506	0.06224892983
1507	0.06214742421
1508	0.06203388125
